"partijos_no";"partija_full";"apylinkes";"pastas";"balsai";"proc_rinkejai";"proc_rinkejai_lt";"apygarda";"apygardos_no";"partija"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"70";"13";"83";"0,44";"5,49";"Gargždų";31;"LLRA"
5;"Partija Tvarka ir teisingumas";"2267";"554";"2821";"14,95";"5,33";"Gargždų";31;"PTT"
8;"Darbo partija";"400";"78";"478";"2,53";"4,69";"Gargždų";31;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"129";"36";"165";"0,87";"2,14";"Gargždų";31;"LLS"
12;"Lietuvos žaliųjų partija";"339";"32";"371";"1,97";"1,94";"Gargždų";31;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"244";"26";"270";"1,43";"1,72";"Gargždų";31;"LS"
10;"Lietuvos liaudies partija";"187";"13";"200";"1,06";"1,01";"Gargždų";31;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"87";"18";"105";"0,56";"0,54";"Gargždų";31;"JL"
9;"„Drąsos kelias“ politinė partija";"27";"4";"31";"0,16";"0,28";"Gargždų";31;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2276";"446";"2722";"18,11";"21,66";"Šilutės";32;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3210";"471";"3681";"24,49";"21,54";"Šilutės";32;"LVZS"
1;"Lietuvos socialdemokratų partija";"1644";"285";"1929";"12,83";"14,43";"Šilutės";32;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"972";"170";"1142";"7,60";"9,04";"Šilutės";32;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"987";"140";"1127";"7,50";"6,06";"Šilutės";32;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"20";"3";"23";"0,15";"5,49";"Šilutės";32;"LLRA"
5;"Partija Tvarka ir teisingumas";"1746";"307";"2053";"13,66";"5,33";"Šilutės";32;"PTT"
8;"Darbo partija";"365";"79";"444";"2,95";"4,69";"Šilutės";32;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"257";"68";"325";"2,16";"2,14";"Šilutės";32;"LLS"
12;"Lietuvos žaliųjų partija";"232";"33";"265";"1,76";"1,94";"Šilutės";32;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"121";"14";"135";"0,90";"1,72";"Šilutės";32;"LS"
10;"Lietuvos liaudies partija";"95";"16";"111";"0,74";"1,01";"Šilutės";32;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"69";"9";"78";"0,52";"0,54";"Šilutės";32;"JL"
9;"„Drąsos kelias“ politinė partija";"30";"4";"34";"0,23";"0,28";"Šilutės";32;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2649";"796";"3445";"20,40";"21,66";"Pietų Žemaitijos";33;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"2759";"414";"3173";"18,79";"21,54";"Pietų Žemaitijos";33;"LVZS"
1;"Lietuvos socialdemokratų partija";"1893";"433";"2326";"13,77";"14,43";"Pietų Žemaitijos";33;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"548";"181";"729";"4,32";"9,04";"Pietų Žemaitijos";33;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"709";"143";"852";"5,04";"6,06";"Pietų Žemaitijos";33;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"13";"7";"20";"0,12";"5,49";"Pietų Žemaitijos";33;"LLRA"
5;"Partija Tvarka ir teisingumas";"3010";"655";"3665";"21,70";"5,33";"Pietų Žemaitijos";33;"PTT"
8;"Darbo partija";"515";"151";"666";"3,94";"4,69";"Pietų Žemaitijos";33;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"354";"82";"436";"2,58";"2,14";"Pietų Žemaitijos";33;"LLS"
12;"Lietuvos žaliųjų partija";"189";"29";"218";"1,29";"1,94";"Pietų Žemaitijos";33;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"98";"20";"118";"0,70";"1,72";"Pietų Žemaitijos";33;"LS"
10;"Lietuvos liaudies partija";"89";"21";"110";"0,65";"1,01";"Pietų Žemaitijos";33;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"59";"27";"86";"0,51";"0,54";"Pietų Žemaitijos";33;"JL"
9;"„Drąsos kelias“ politinė partija";"15";"8";"23";"0,14";"0,28";"Pietų Žemaitijos";33;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2376";"618";"2994";"16,98";"21,66";"Tauragės";34;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3623";"550";"4173";"23,67";"21,54";"Tauragės";34;"LVZS"
1;"Lietuvos socialdemokratų partija";"3848";"801";"4649";"26,37";"14,43";"Tauragės";34;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1458";"271";"1729";"9,81";"9,04";"Tauragės";34;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"940";"121";"1061";"6,02";"6,06";"Tauragės";34;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"20";"8";"28";"0,16";"5,49";"Tauragės";34;"LLRA"
5;"Partija Tvarka ir teisingumas";"748";"174";"922";"5,23";"5,33";"Tauragės";34;"PTT"
8;"Darbo partija";"318";"87";"405";"2,30";"4,69";"Tauragės";34;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"97";"31";"128";"0,73";"2,14";"Tauragės";34;"LLS"
12;"Lietuvos žaliųjų partija";"213";"50";"263";"1,49";"1,94";"Tauragės";34;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"144";"32";"176";"1,00";"1,72";"Tauragės";34;"LS"
10;"Lietuvos liaudies partija";"119";"35";"154";"0,87";"1,01";"Tauragės";34;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"46";"15";"61";"0,35";"0,54";"Tauragės";34;"JL"
9;"„Drąsos kelias“ politinė partija";"30";"6";"36";"0,20";"0,28";"Tauragės";34;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2422";"582";"3004";"19,48";"21,66";"Plungės";35;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3799";"442";"4241";"27,51";"21,54";"Plungės";35;"LVZS"
1;"Lietuvos socialdemokratų partija";"1737";"300";"2037";"13,21";"14,43";"Plungės";35;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1422";"240";"1662";"10,78";"9,04";"Plungės";35;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1148";"113";"1261";"8,18";"6,06";"Plungės";35;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"13";"4";"17";"0,11";"5,49";"Plungės";35;"LLRA"
5;"Partija Tvarka ir teisingumas";"768";"164";"932";"6,05";"5,33";"Plungės";35;"PTT"
8;"Darbo partija";"458";"96";"554";"3,59";"4,69";"Plungės";35;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"182";"29";"211";"1,37";"2,14";"Plungės";35;"LLS"
12;"Lietuvos žaliųjų partija";"228";"38";"266";"1,73";"1,94";"Plungės";35;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"190";"27";"217";"1,41";"1,72";"Plungės";35;"LS"
10;"Lietuvos liaudies partija";"130";"15";"145";"0,94";"1,01";"Plungės";35;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"56";"11";"67";"0,43";"0,54";"Plungės";35;"JL"
9;"„Drąsos kelias“ politinė partija";"48";"8";"56";"0,36";"0,28";"Plungės";35;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"3266";"710";"3976";"24,39";"21,66";"Kretingos-Palangos";36;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"2781";"355";"3136";"19,24";"21,54";"Kretingos-Palangos";36;"LVZS"
1;"Lietuvos socialdemokratų partija";"2457";"411";"2868";"17,60";"14,43";"Kretingos-Palangos";36;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1311";"292";"1603";"9,83";"9,04";"Kretingos-Palangos";36;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1422";"169";"1591";"9,76";"6,06";"Kretingos-Palangos";36;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"45";"2";"47";"0,29";"5,49";"Kretingos-Palangos";36;"LLRA"
5;"Partija Tvarka ir teisingumas";"571";"88";"659";"4,04";"5,33";"Kretingos-Palangos";36;"PTT"
8;"Darbo partija";"440";"94";"534";"3,28";"4,69";"Kretingos-Palangos";36;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"156";"20";"176";"1,08";"2,14";"Kretingos-Palangos";36;"LLS"
12;"Lietuvos žaliųjų partija";"274";"43";"317";"1,94";"1,94";"Kretingos-Palangos";36;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"242";"32";"274";"1,68";"1,72";"Kretingos-Palangos";36;"LS"
10;"Lietuvos liaudies partija";"172";"19";"191";"1,17";"1,01";"Kretingos-Palangos";36;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"68";"4";"72";"0,44";"0,54";"Kretingos-Palangos";36;"JL"
9;"„Drąsos kelias“ politinė partija";"27";"4";"31";"0,19";"0,28";"Kretingos-Palangos";36;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2127";"635";"2762";"19,08";"21,66";"Kuršo";37;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"2989";"529";"3518";"24,30";"21,54";"Kuršo";37;"LVZS"
1;"Lietuvos socialdemokratų partija";"1496";"394";"1890";"13,05";"14,43";"Kuršo";37;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"771";"183";"954";"6,59";"9,04";"Kuršo";37;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1192";"188";"1380";"9,53";"6,06";"Kuršo";37;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"20";"5";"25";"0,17";"5,49";"Kuršo";37;"LLRA"
5;"Partija Tvarka ir teisingumas";"1169";"299";"1468";"10,14";"5,33";"Kuršo";37;"PTT"
8;"Darbo partija";"757";"194";"951";"6,57";"4,69";"Kuršo";37;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"81";"14";"95";"0,66";"2,14";"Kuršo";37;"LLS"
12;"Lietuvos žaliųjų partija";"274";"54";"328";"2,27";"1,94";"Kuršo";37;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"145";"18";"163";"1,13";"1,72";"Kuršo";37;"LS"
10;"Lietuvos liaudies partija";"98";"19";"117";"0,81";"1,01";"Kuršo";37;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"48";"25";"73";"0,50";"0,54";"Kuršo";37;"JL"
9;"„Drąsos kelias“ politinė partija";"22";"8";"30";"0,21";"0,28";"Kuršo";37;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2225";"440";"2665";"17,79";"21,66";"Mažeikių";38;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3344";"287";"3631";"24,24";"21,54";"Mažeikių";38;"LVZS"
1;"Lietuvos socialdemokratų partija";"2266";"248";"2514";"16,79";"14,43";"Mažeikių";38;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"707";"159";"866";"5,78";"9,04";"Mažeikių";38;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1668";"94";"1762";"11,76";"6,06";"Mažeikių";38;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"62";"4";"66";"0,44";"5,49";"Mažeikių";38;"LLRA"
5;"Partija Tvarka ir teisingumas";"1288";"127";"1415";"9,45";"5,33";"Mažeikių";38;"PTT"
8;"Darbo partija";"391";"42";"433";"2,89";"4,69";"Mažeikių";38;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"103";"15";"118";"0,79";"2,14";"Mažeikių";38;"LLS"
12;"Lietuvos žaliųjų partija";"241";"19";"260";"1,74";"1,94";"Mažeikių";38;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"260";"23";"283";"1,89";"1,72";"Mažeikių";38;"LS"
10;"Lietuvos liaudies partija";"156";"5";"161";"1,07";"1,01";"Mažeikių";38;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"84";"8";"92";"0,61";"0,54";"Mažeikių";38;"JL"
9;"„Drąsos kelias“ politinė partija";"28";"1";"29";"0,19";"0,28";"Mažeikių";38;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1467";"433";"1900";"12,00";"21,66";"Akmenės-Mažeikių";39;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3762";"594";"4356";"27,51";"21,54";"Akmenės-Mažeikių";39;"LVZS"
1;"Lietuvos socialdemokratų partija";"2657";"512";"3169";"20,02";"14,43";"Akmenės-Mažeikių";39;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1125";"290";"1415";"8,94";"9,04";"Akmenės-Mažeikių";39;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1115";"154";"1269";"8,02";"6,06";"Akmenės-Mažeikių";39;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"36";"4";"40";"0,25";"5,49";"Akmenės-Mažeikių";39;"LLRA"
5;"Partija Tvarka ir teisingumas";"995";"233";"1228";"7,76";"5,33";"Akmenės-Mažeikių";39;"PTT"
8;"Darbo partija";"558";"131";"689";"4,35";"4,69";"Akmenės-Mažeikių";39;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"134";"37";"171";"1,08";"2,14";"Akmenės-Mažeikių";39;"LLS"
12;"Lietuvos žaliųjų partija";"236";"34";"270";"1,71";"1,94";"Akmenės-Mažeikių";39;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"133";"14";"147";"0,93";"1,72";"Akmenės-Mažeikių";39;"LS"
10;"Lietuvos liaudies partija";"103";"20";"123";"0,78";"1,01";"Akmenės-Mažeikių";39;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"109";"22";"131";"0,83";"0,54";"Akmenės-Mažeikių";39;"JL"
9;"„Drąsos kelias“ politinė partija";"39";"9";"48";"0,30";"0,28";"Akmenės-Mažeikių";39;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2047";"546";"2593";"14,44";"21,66";"Telšių";40;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3431";"547";"3978";"22,15";"21,54";"Telšių";40;"LVZS"
1;"Lietuvos socialdemokratų partija";"2536";"456";"2992";"16,66";"14,43";"Telšių";40;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"697";"180";"877";"4,88";"9,04";"Telšių";40;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1199";"161";"1360";"7,57";"6,06";"Telšių";40;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"17";"3";"20";"0,11";"5,49";"Telšių";40;"LLRA"
5;"Partija Tvarka ir teisingumas";"1488";"346";"1834";"10,21";"5,33";"Telšių";40;"PTT"
8;"Darbo partija";"1767";"369";"2136";"11,89";"4,69";"Telšių";40;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"258";"83";"341";"1,90";"2,14";"Telšių";40;"LLS"
12;"Lietuvos žaliųjų partija";"274";"33";"307";"1,71";"1,94";"Telšių";40;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"466";"37";"503";"2,80";"1,72";"Telšių";40;"LS"
10;"Lietuvos liaudies partija";"79";"13";"92";"0,51";"1,01";"Telšių";40;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"83";"18";"101";"0,56";"0,54";"Telšių";40;"JL"
9;"„Drąsos kelias“ politinė partija";"19";"8";"27";"0,15";"0,28";"Telšių";40;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1444";"417";"1861";"11,77";"21,66";"Kelmės-Šiaulių";41;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4883";"974";"5857";"37,04";"21,54";"Kelmės-Šiaulių";41;"LVZS"
1;"Lietuvos socialdemokratų partija";"2464";"696";"3160";"19,98";"14,43";"Kelmės-Šiaulių";41;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"804";"179";"983";"6,22";"9,04";"Kelmės-Šiaulių";41;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"609";"104";"713";"4,51";"6,06";"Kelmės-Šiaulių";41;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"33";"6";"39";"0,25";"5,49";"Kelmės-Šiaulių";41;"LLRA"
5;"Partija Tvarka ir teisingumas";"606";"201";"807";"5,10";"5,33";"Kelmės-Šiaulių";41;"PTT"
8;"Darbo partija";"415";"143";"558";"3,53";"4,69";"Kelmės-Šiaulių";41;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"401";"80";"481";"3,04";"2,14";"Kelmės-Šiaulių";41;"LLS"
12;"Lietuvos žaliųjų partija";"258";"33";"291";"1,84";"1,94";"Kelmės-Šiaulių";41;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"97";"15";"112";"0,71";"1,72";"Kelmės-Šiaulių";41;"LS"
10;"Lietuvos liaudies partija";"126";"26";"152";"0,96";"1,01";"Kelmės-Šiaulių";41;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"70";"32";"102";"0,64";"0,54";"Kelmės-Šiaulių";41;"JL"
9;"„Drąsos kelias“ politinė partija";"21";"6";"27";"0,17";"0,28";"Kelmės-Šiaulių";41;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2333";"665";"2998";"14,39";"21,66";"Raseinių-Kėdainių";42;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4946";"911";"5857";"28,10";"21,54";"Raseinių-Kėdainių";42;"LVZS"
1;"Lietuvos socialdemokratų partija";"2943";"763";"3706";"17,78";"14,43";"Raseinių-Kėdainių";42;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"664";"162";"826";"3,96";"9,04";"Raseinių-Kėdainių";42;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"830";"157";"987";"4,74";"6,06";"Raseinių-Kėdainių";42;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"22";"3";"25";"0,12";"5,49";"Raseinių-Kėdainių";42;"LLRA"
5;"Partija Tvarka ir teisingumas";"1231";"345";"1576";"7,56";"5,33";"Raseinių-Kėdainių";42;"PTT"
8;"Darbo partija";"1857";"534";"2391";"11,47";"4,69";"Raseinių-Kėdainių";42;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"78";"29";"107";"0,51";"2,14";"Raseinių-Kėdainių";42;"LLS"
12;"Lietuvos žaliųjų partija";"427";"85";"512";"2,46";"1,94";"Raseinių-Kėdainių";42;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"133";"28";"161";"0,77";"1,72";"Raseinių-Kėdainių";42;"LS"
10;"Lietuvos liaudies partija";"252";"43";"295";"1,42";"1,01";"Raseinių-Kėdainių";42;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"57";"25";"82";"0,39";"0,54";"Raseinių-Kėdainių";42;"JL"
9;"„Drąsos kelias“ politinė partija";"49";"18";"67";"0,32";"0,28";"Raseinių-Kėdainių";42;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2632";"545";"3177";"16,40";"21,66";"Kėdainių";43;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4079";"673";"4752";"24,53";"21,54";"Kėdainių";43;"LVZS"
1;"Lietuvos socialdemokratų partija";"2001";"376";"2377";"12,27";"14,43";"Kėdainių";43;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1208";"200";"1408";"7,27";"9,04";"Kėdainių";43;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1294";"175";"1469";"7,58";"6,06";"Kėdainių";43;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"39";"14";"53";"0,27";"5,49";"Kėdainių";43;"LLRA"
5;"Partija Tvarka ir teisingumas";"533";"152";"685";"3,54";"5,33";"Kėdainių";43;"PTT"
8;"Darbo partija";"2657";"696";"3353";"17,31";"4,69";"Kėdainių";43;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"139";"38";"177";"0,91";"2,14";"Kėdainių";43;"LLS"
12;"Lietuvos žaliųjų partija";"342";"55";"397";"2,05";"1,94";"Kėdainių";43;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"222";"26";"248";"1,28";"1,72";"Kėdainių";43;"LS"
10;"Lietuvos liaudies partija";"137";"29";"166";"0,86";"1,01";"Kėdainių";43;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"99";"28";"127";"0,66";"0,54";"Kėdainių";43;"JL"
9;"„Drąsos kelias“ politinė partija";"44";"7";"51";"0,26";"0,28";"Kėdainių";43;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2299";"611";"2910";"17,80";"21,66";"Radviliškio";44;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4019";"778";"4797";"29,34";"21,54";"Radviliškio";44;"LVZS"
1;"Lietuvos socialdemokratų partija";"2514";"486";"3000";"18,35";"14,43";"Radviliškio";44;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"690";"130";"820";"5,02";"9,04";"Radviliškio";44;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1085";"150";"1235";"7,55";"6,06";"Radviliškio";44;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"57";"4";"61";"0,37";"5,49";"Radviliškio";44;"LLRA"
5;"Partija Tvarka ir teisingumas";"762";"192";"954";"5,84";"5,33";"Radviliškio";44;"PTT"
8;"Darbo partija";"692";"173";"865";"5,29";"4,69";"Radviliškio";44;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"89";"20";"109";"0,67";"2,14";"Radviliškio";44;"LLS"
12;"Lietuvos žaliųjų partija";"233";"38";"271";"1,66";"1,94";"Radviliškio";44;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"204";"35";"239";"1,46";"1,72";"Radviliškio";44;"LS"
10;"Lietuvos liaudies partija";"139";"22";"161";"0,98";"1,01";"Radviliškio";44;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"50";"19";"69";"0,42";"0,54";"Radviliškio";44;"JL"
9;"„Drąsos kelias“ politinė partija";"37";"7";"44";"0,27";"0,28";"Radviliškio";44;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2378";"368";"2746";"14,43";"21,66";"Kuršėnų-Dainų";45;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"7221";"592";"7813";"41,06";"21,54";"Kuršėnų-Dainų";45;"LVZS"
1;"Lietuvos socialdemokratų partija";"2356";"198";"2554";"13,42";"14,43";"Kuršėnų-Dainų";45;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1195";"173";"1368";"7,19";"9,04";"Kuršėnų-Dainų";45;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1347";"95";"1442";"7,58";"6,06";"Kuršėnų-Dainų";45;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"56";"3";"59";"0,31";"5,49";"Kuršėnų-Dainų";45;"LLRA"
5;"Partija Tvarka ir teisingumas";"658";"71";"729";"3,83";"5,33";"Kuršėnų-Dainų";45;"PTT"
8;"Darbo partija";"491";"62";"553";"2,91";"4,69";"Kuršėnų-Dainų";45;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"158";"13";"171";"0,90";"2,14";"Kuršėnų-Dainų";45;"LLS"
12;"Lietuvos žaliųjų partija";"261";"29";"290";"1,52";"1,94";"Kuršėnų-Dainų";45;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"233";"18";"251";"1,32";"1,72";"Kuršėnų-Dainų";45;"LS"
10;"Lietuvos liaudies partija";"191";"19";"210";"1,10";"1,01";"Kuršėnų-Dainų";45;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"57";"7";"64";"0,34";"0,54";"Kuršėnų-Dainų";45;"JL"
9;"„Drąsos kelias“ politinė partija";"31";"3";"34";"0,18";"0,28";"Kuršėnų-Dainų";45;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1581";"466";"2047";"11,16";"21,66";"Žiemgalos";46;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"5024";"961";"5985";"32,62";"21,54";"Žiemgalos";46;"LVZS"
1;"Lietuvos socialdemokratų partija";"2452";"604";"3056";"16,66";"14,43";"Žiemgalos";46;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1927";"506";"2433";"13,26";"9,04";"Žiemgalos";46;"LRLS"
